image_id	score	url	categories	vqa	vqg
428778	1.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000428778.jpg	47---47	What color tile is used in the background?---What is sitting beside the mixer?---How many buttons are on the blender?---How makes this blender?---Is the blender empty?	What kind of blender is that?---What do you use that machine for?---Do you use that to make margaritas?---Is that new?---What is the cup capacity of the food processor?
75509	1.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000075509.jpg	3---3---3---3---3---3	What color is the sign?---Is it hot outside?---What sign is there?	What building does this parking lot belong to?---Why do they have cats up against the wall like that?---Where is the rest of the truck?---Where is the rest of the truck?---Is that truck bed just used as a trailer?
481874	1.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000481874.jpg	1---3---1	Is this person have a camera?---Where was the picture taken?---How many people are visible?---What are  the people looking at?---What is the woman doing?---Where is the animal located?---Is the man taking a picture of himself?	Who is doing the driving?---Why does that bus have mirrors like that?---Where are they going in the bus?---Selfie on a bus?---Where were you going?
251312	1.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000251312.jpg	1	What is the name of the store on the left?---What restaurant is pictured?---Where would you throw away your trash?---What does the yellow sign mean?	Where is everyone?---How is the sign yellow and the rest is black and white?---What is the name of this street?---Did you edit this yourself?---Do you like billiards?
498854	1.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000498854.jpg	62---62---62	What kind of boot is this?---What kind of flowers are in the boot?---What color are the seats?	Why are flowers inside the boot?---Was it glued in place?---What kind of flowers are those?---What kind of flowers are those?---Why is the boot acting like a vase?
80052	1.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000080052.jpg	67	What is green on the plate?---Has the drink spilled on to the plate with the food?---Would you like to have meal like that?	What is the recipe for this?---How,long was the rice cooked?---Who made the food?---What kind of meat is that on the plate?---What kind of dish is that?
548858	1.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000548858.jpg	1	What is this man doing?---Is that house run-down?---Is the woman hungry?	What is she cooking?---What is the appratus the woman is attending to?---What was she cooking?---What does she cook in her Dutch oven?---What is the man lifting?
313812	1.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000313812.jpg	67	Is the door closed?---What is next to the computer?---What is the cat doing?	What is the cat's name?---How long did it take for the cat to jump up on the laptop?---Did she lay down for a nap after?---What brand laptop is that?---Does the cat enjoy sitting on the laptop?
482802	1.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000482802.jpg	67	Are the appliances modern?---Is the room clean?---Is this a kitchen?	Is that a stove?---Is that a home-constructed oven?---Does the stove actually work?---How old is that stove?---What exactly is that white machine connected to a pipe?
534859	0.8	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000534859.jpg	62---1---1---1---47---47---47---47---47---47---47---47---47---47---47---47---62---62---62---62---62---67---47---47	How many pizza boxes?---What restaurant made the pizzas?---What entree is this?---Is the man wearing a hat?---How many slices of pizza are missing?---Is the food freshly baked?---Could those be soft pretzels?---How much coffee is present?---What gender of people is doing most of the serving?	Did all the pizza get eaten?---Where is that pizza from?---How many pizzas did they order?---Why were there so many pizzas?---Does the pizza from Dominoes taste good?
392974	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000392974.jpg	62---62---67---1---1---1---1---1---1---62---62---62	Where is the equal sign?---Is there alcohol here?---Are the people sitting down children or adults?---What color is the tablecloth?---Are these co-workers in an office?---Where are they?---Are they playing a funny game?---How many people are at the table?---Is the man helping the kid play the game?---Is there an envelope on the table?---How many people are in this picture?---How many boys are in the photo?---Is this picture in color?---Where is the menu written?---What type of TV is in the photo?---How many people are seated?---Where are they playing video games?---What is the man holding on his right hand?---Is this man watching TV?---What is on the side of the woman's hat?---Are these people having fun?---How many bottles are on the table?---What is the man wearing on his Face?---What is the white thing the man is holding?---Are this people playing?---Are they having fun?---Does this person look like he is balding?---How many females are in the room?---What are the people doing?---Is everyone getting the daily special?---Are they sitting outside?---What color are the walls?---Does she have both of her elbows on the table?---Is there a plant in the window?---What are they doing?---What is the food for?---Who is in the middle?	What is name of this restaurant?---Is the man on the right taking an order?---What kind of restaurant are they at?---What do you think is on the menu?---What restaurant is that?
542048	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000542048.jpg	1---62---62---62---67---67---1	Is the cat asleep?---What is on the table?---Is this a restaurant?	What is he sitting in?---Are dogs allowed in the bar too?---Where is this?---What breed of cat is that?---Why are there so many cats in this restaurant?
326116	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000326116.jpg	3---67---62	Why is the cat looking out of the window?---Where is the cat sitting?---What color is the cat?	What is the cat watching?---What is the cat looking at?---What is the cat looking at?---What's the cat looking at?---What was he looking at?
169600	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000169600.jpg	62---1---1---62---47---47---1---62	How many people wearing glasses?---Where is the green glass?---Which mobile is used by that girl?	Are those two siblings?---Is she going to make a call with the cell phone?---How do the people in the picture know each other?---What kind of cell phone is that?---Are they twins?
126910	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000126910.jpg	62---67---1---1---67---62	Is she young or old?---What kind of toppings are on the burger?---What is the meat in her sandwich?---What color are the woman's glasses?---What is the of this woman?	Did she have to cut it up to eat?---Are there two patties on that hamburger?---How much did the burger cost?---Why is that little lady trying to eat such a huge sandwich?---Do you think she can fit that burger in her mouth?
438329	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000438329.jpg	62---1---1---1---1---62---62---62---62---62---62---62---62---62---47	How is light coming in the window?---What is on the person's tie?---Why is the man's shirt splattered?---Are they wearing glasses?---Is this a knitted tie?---What pattern is the man's shirt?---What does this man have on his face?---What color is the man's tie?	What was he so happy about?---Is the man at work?---What do you think of his knitted tie and floral shirt?---Is this a classroom?---Where did he get that ugly shirt?
210729	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000210729.jpg	3---3---1---47	Is it summer?---What color is the cup the woman is holding?---Is this woman in a restaurant?---What type of icing is on the donut?	Is this woman drinking coffee?---What is she drinking?---What is she drinking?---What is she drinking?---Is this your girlfriend?
236155	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000236155.jpg	62---67---1	How many girls are present?---Is this girl looking at food?---What color is her scarf?	Do you think that little girl ate the whole thing?---How old is this child?---Is this the first time that little girl has had a Moonpie?---What is the little girl eating?---Did she eat the whole thing?
327536	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000327536.jpg	62---62---67---1	What company owns the licensing on the design of the plate?---What is the boy holding?---What is the child eating?---What is the boy eating?	What is the child eating?---Is this boy well behaved?---How old is he?---What is he eating?---What kind of pizza is that?
292579	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000292579.jpg	67---47---62	Is there a cat on the table?---How many place settings are there?---Is this a dinner party?---What is the table made of?---What is the yellow and brown striped bag made from?---Are these real or model objects?---Are there any fruits in this picture?---What kind of coffee is it?---Why is the penny provided in this picture?---Are mushrooms in this picture?---How many items are there on the table?---How many doughnuts are there?---How many candles are in the photo?---What kind of food is this?---How many 5 dollar bills are visible?---Where are the sprinkles?---What material does this table appear to be made from?---Is the food being eaten?---Is this American dollars?---What kind of food is there?---Is the cake homemade?---Is there an ashtray on the table?---Is that American money?---How many medicine bottles are there?---What brand of coffee is this?---What is on the napkin?---How many beverages may be served properly as shown in the image?	How much money is there?---How much money is on this table?---What is the combined cost of the coffee and doughnut?---How much money is there on the table?---What kind of money is that?
128539	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000128539.jpg	67---1---1---62---62---1---62---62	Are these cupcakes?---What color is the woman's sweater?---How old is the boy?---With what are the cupcakes decorated?---Could it be someone's birthday?---Is the woman wearing glasses?---What is the woman smiling at?---How many people are wearing hats?	Did she enjoy her cake?---Who is having the birthday?---Is the cake for the younger child or the older one?---Who is the birthday for?---Is it her son that is 10 years old?
370059	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000370059.jpg	67---1---1---47---47---47---47---47---47---47---1---1	Are there any salt and pepper shakers on the table?---Are they celebrating?---Are they happy?---How many people?---Have people started eating yet?---Is this a meat pizza?---Is the couple happy?---Are these pepperoni pizzas?	Why are they looking at the pizza like they're unhappy?---Where is this pizzeria?---Was this a birthday celebration?---How much did the pizza cost?---Are all of the pizza's sliced?
456109	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000456109.jpg	67---67---1---1---1---1---1---1---62---62---62---62---62---62---1---1---1---1---1---62---62---62---62---62---67---67---1---62---1---67---62---1	Is this an outdoor restaurant?---Where are the umbrellas?---What is happening under the umbrellas?---Is there smoke?	What are the people eating under the umbrellas?---What sort of food did they serve there?---Who set up those tents?---Why are there different colored tents?---Is this a market or just shade?
207231	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000207231.jpg	1---1---1---1---1---1---1---1---1---1---1---1---62---67---67---67---67	What color is the building in the picture?---If my five year old child were with me in this picture, what would I be most worried about?---What fruit is depicted on the tablecloth?---What is the main item sold?---Would you buy these apples?---Is that spinach?---Is this an outdoor market?---How many people are in line?---Are these fruit stands indoors or outdoors?---What color are the tablecloths?---What fruit is on the far left?---What is giving shade to the produce?---What colors are the table clothes in this scene?---What class of foods are these?---Are the tables level with each other?---Are all the vegetables peeled?---Do these people like shopping for produce?---How many apples do you see on the floor?---Is the vendor a woman or a man?---What type of fruit are being sold?---Have you ever used a tablecloth like the one you see?---What type of light is hanging?	Does this place sell vegetables?---Were you selling anything?---How many foods are sold here?---How often does this shop open up?---What kind of baked goods are being sold?
90569	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000090569.jpg	1---1---67---62	Are these women in the picture?---Are these the right glasses for red wine?---How many glasses are on the table?---Which hand has a ring on?---How many vases are visible?---Is anyone drinking the wine?	How many glasses of wine did you have?---How full did the start out?---Why did they poor such a small amount of wine?---What kind of wine is this?---What wine is in the glasses?
514346	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000514346.jpg	1---1---1---1---62---67---1---1---1	How many people are there?---Which of these ladies is holding her glass correctly?---How many girls in the picture?---How many women have painted toes?---Is this at night?---What is the woman drinking?---Is this an older picture?---What are they probably drinking?---Are their drinks made from a process of fermentation?---How many women are pictured?---Where are the wine glasses?---What colors are in the shirt on the middle figure?---Does the girl on the left have noticeable cleavage?---Are they all female?	How do these friends know each other?---What kind of wine are these women drinking?---What are the ladies celebrating?---what kind of winde are they drinking?---What are the girls' names?
165438	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000165438.jpg	47---1---67---67	Is this homemade bread?---Is this food ready to eat?---What color is the bread?	What's the recipe?---What kind of dessert is this?---What type of cheese is on the dough?---What type of pie is that?---What's the yellow stuff?
493707	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000493707.jpg	47---1---67---47	How many different kinds of cheese are there?---How many glasses in the picture?---What kind of pizza is it?---What is this food in?---Is this food hot or cold?---What kind of food is on the table?---How many varieties of vegetables are on top of the pizza?	What toppings are on that food?---What kind of toppings are those?---What restaurant is that?---What is all on the pizza?---What toppings are on the pizza?
130972	0.7142857142857143	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000130972.jpg	3---62---62---62---1---1---1---1---47---47---67	What color is the woman's hair?---What is this man eating?---Is this man a vegetarian?---How many cars do you see in the background?	What is on the hotdog?---What topping is on that hot dog?---What type of hot dogs are those?---How long is that hot dog?---Did you eat it all yourself?
46592	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000046592.jpg	1---1---62---62---62	Is he wearing a hat?---Is the man walking the dog?---How many dogs are there?	Does he know any tricks?---Is the dog looking at the camera?---Does the man own this dog?---What do those chairs say?---How old is that guy?
422593	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000422593.jpg	1---1---1---1---3	Is the dog smaller than the children?---Are the kids happy?---How many kids are there?	What are these kids doing with their candy?---How old is that dog?---Did the dog get a treat too?---How old is the dog?---Are all of the kids related to each other?
258006	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000258006.jpg	67---62---62---62---62---62---62---62---62---62	What is the centerpiece dish made of?---How many chairs are at this table?---How many windows?	Is that inside a camper?---Does this look like a boat interior?---What kind of flowers are on the table?---What kind of wood is it?---Is this dining table on a train?
285634	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000285634.jpg	67---1---1---1---47---47---67---1---1---1---62	Which hand is the man using to serve the food?---How many glasses are there?---What is the man doing to the pizza?---What's on the TV screen?---What utensil is on the table?---Are they happy?	Is this pizza very thick?---why is that pizza so thick---How thick is this pizza?---Are they eating a pizza?---What kind of pizza is that?
308936	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000308936.jpg	62---1---62	What object does the man need to play the violin?---What instrument is this person playing?---What is on the person's head?---Is the TV turned on?	What type of instrument is that?---What instrument is being played?---Is this a professional musician?---What song do you think he's playing?---How long have you played the cello?
294909	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000294909.jpg	62---1---62	What is this person wearing?---Is the cat on a woman?---What is the animal shown in this picture?---What color is the cat?	How old is that cat?---What breed of cat is that?---What is the name of the cat?---Is the cat on this woman happy?---How long has she had that cat?
163136	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000163136.jpg	3---62	Which animals are this?---What color are the animals hats?---What do the horses have around their eyes?---How many horses are there?---Are the horses domesticated?	Why are the horses decorated like that?---Why are the horses wearing those pink hats?---Are those horses going to be in a parade?---Were they dressed for something special?---Why are the horses in pink?
290560	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000290560.jpg	3---1---1---1---1---1	How many wheels are there?---How many horses are pulling the carriage?---How many horses are there?---How many wheels on the cart?---What color is the carriage?---What color is the horse?---What color are the wheels?	What are the people celebrating?---Where does the carriage go?---Where is the carriage going?---Does the carriage have wooden wheels?---Did they just get married?
271949	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000271949.jpg	3---3---1	What parking rule should be followed here?---How many horses are there?---What color is the carriage?---How many people are in the carriage?---Are those horses or donkeys?---Why do the horses wear black squares near their eyes?---Would this scene be considered romantic?	Who is going to be riding in the carriage?---Who is going to ride in the carriage?---Did you ride in the Cinderella wagon?---Is the carriage Cinderella themed?---Where did the wagon come from?
402762	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000402762.jpg	1---3	What is the person sitting on?---Is the person using a horsewhip?---Is this horse galloping?	Who is that riding the horse?---Do you ride often?---What kind of horse is that?---Where is he riding the horse?---How long can that horse walk before it gets tired?
473531	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000473531.jpg	3---1---1---1	Is that an old car?---Is there an animal in the picture?---How much does it cost to park?	Is that your horse?---What is the horse doing on the sidewalk?---Is the horse walking on its own?---Why is this horse loose on the street?---Where was his owner?
226599	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000226599.jpg	3---1---1	How many people are in the picture?---Does the car have a license plate?---What is the person holding in the driver's side view mirror?---Has the center line been painted more than once?	Where did they come from?---Is this picture taken at a 4-H fair?---How long did you have to wait?---What city is this street in?---Are these animals escaped from the zoo?
42254	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000042254.jpg	3---1---1	What is behind the sheep?---Where is the sheep?---What is in front of the car?	Is the sheep blocking traffic?---Where's his herd?---Why did the lamb cross the road?---What kind of sheep is that?---Why is there a goat in the road?
41575	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000041575.jpg	62---62---62---67	Is that a bed or a fold out couch?---What is hanging on the back of the door?---What is above the bed?	Is that a comfortable sofa bed?---Is this where yo are staying?---What hotel is this?---Is that a picture of your bedroom?---Who sleeps in this room?
5094	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000005094.jpg	62---62---1---1---1---67---47---62---62	Are the umbrellas open?---Are these two women's umbrellas the same color?---What type of shoe is the lady wearing in white?	What take-out restaurant did the girls go to?---Where are they walking to?---Why are they walking so fast?---What kind of heels is she wearing?---Where are they going?
332020	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000332020.jpg	67---62---62---62---62---62---62---62---62---62---62	What color are the flowers?---Are the glasses filled with wine?---Could those flowers be artificial?---What room is this?---What color is the tablecloth?---Did someone get married?---How many places are on the table?	Was this for a party?---What is the special occasion in this place?---Who is the formal dinner being held for?---What restaurant is this?---What is the occasion for the decorated table?
2860	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000002860.jpg	1---3---3---3---3---3---3---3---3---1---3---3---3---3---1---3---3	What color is the car?---How is the car transporting the bike?---Does this car have damage that's been fixed on it?---What is on top on this car?---Is this a luxury car?	What kind of car is that?---What kind of car is that?---What kind of car is that?---What kind of car is that light blue one?---What model of car is this?
308253	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000308253.jpg	3---1	Could this be in Alaska?---What color is the writing?---What two colors are present on the train car?---What year is denoted by the train?	Is this train really from Alaska?---Does that train only travel in Alaska?---Will this train take you to Alaska?---What kind of train is that?---Is the train really from Alaska?
226148	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000226148.jpg	3---3---3---1---1---1---3---3---3---1---1---1---1---3---1---1	Are the vehicles in the city or the country?---What model car is first in line?---What kinds of vehicles are shown?	What city is this?---What is the number plate of the audi car?---Do all of the motorcycles have helmets?---How much does it cost to park there?---What kind of bikes are those?
430790	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000430790.jpg	3---3---1---1---1---1---3---3	Is this a mountainous area?---What time of day is it in the image?---How many light post?---What does the first blue sign on the left mean?---How is the weather?---Is it day or night in the city?---How many people are there?---How many cars are on the road?---What color are the clouds in the sky?	Are there any cars on this road?---Where is this road located?---Where is this street located?---Where is this?---Why is the road so empty?
527557	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000527557.jpg	3---3---1	What is the floor made of?---How many planes?---How many cars?	Is that a hangar?---Are these owned by an antique vehicle collector?---Is this an old photo?---Is this a museum for vintage transportation?---What model is the black car?
250737	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000250737.jpg	3---1---1---1---1---1---1---1---1---1---1---1---1---3---1---1	What is the man on?---Who is seated on the motorcycle?---What color is the pavement?---Is there a shadow on the ground?	What city is this in?---Is this a parade?---Who was the parade for?---What event is going on?---How long has he been a police officer?
503091	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000503091.jpg	3---1	Is this a fixed wing aircraft?---What is written on the plane?---What kind of event appears to be taking place?---Is this a small airplane?---What kind of airplane is this?---How many wheels are on the plane?	What type of airplane is this?---Is that plane going to take off?---Did you get t see inside?---How old do you think that plane is?---WHO DOES THAT PLANE BELONG TOO.
156904	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000156904.jpg	3---1	Is the car a convertible?---Is this a recent photo?---Does the building have two stories?	Is that an old ford car?---What year was this photo taken in?---Who took this photo?---How long ago was this picture taken?---Is that an old race car?
32562	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000032562.jpg	3---1---1---1---1---1---1---1---1---1---1---1---1---1---1	What color is the car?---What points to this being an older picture?---Why are the people walking around here?	How old is that car?---What era is this vehicle from?---Did everyone enjoy looking at the antique car?---Why is the car so close to the airplane?---What model car is it?
213826	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000213826.jpg	3---3---3---1---1---1---1---1---1---1---3---1---1---1---1---3---3---1---3---1---1	What is the main color of the boat?---Is there a flag in the picture?---What is the secondary color of the boat?---What type of boats are shown?	How did a bus end up in the river?---What ocean are they in?---Is that a floating bus?---Is that buss supposed to go into the water?---Is that a boat made to look like a bus?
314194	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000314194.jpg	3---1---1---1---1---1---1---1---1---1---1---1	Is this a motorcycle?---Is the motorcycle outside?---What color are the shoes to the right of the bike?	Is that bike an antique?---Is that motorcycle for sale?---Is the motorcycle functional?---Is this motorcycle for display only?---How much is this bike worth?
165071	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000165071.jpg	3---3---1---3---3	Are the bikes ganging up on the photographer?---Is this a parking lot for motorcycles?---What is the parking lot paved with?	Are you going to buy one?---Whose bike is that?---Where are they parked?---Does this biker group have a name?---Why are there so many motorcycles together in the middle of the city?
323737	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000323737.jpg	3---1---1---1---1---1---1---1---1---1	Was this photo taken in the U.S.?---Is this a city bus?---What color is the train?---What color is the bus?	Are those types of buses common in that area?---Is the bus system here reliable?---What city does this bus belong to?---Is there a reason the bus is purple?---What kind of bus is that?
