image_id	score	url	categories	vqa	vqg
501325	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000501325.jpg		How many animals?---Is that a dog in the room?---Is the sun shining?---What are the cats all on?	Does a married couple live in this house?---Is the cat going to bed?---Did he jump in the box?---How old is the cat?---Is the cat looking at a door?
408506	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000408506.jpg		What bus is this?---Is the bus blue?---Is this a public bus?	Where is that bus going?---How fast do these buses go?---How far does the bus have to go?---Is that a public transportation bus?---Where is this bus?
411979	1.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000411979.jpg	1	Where is the arrow pointing?---What color is the person's outfit?---Is tumble on?	Where is this?---How old is the person skiing?---Is that a hard run?---Which way is he going to ski?---Is the man deep in snow?
3866	0.3333333333333333	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000003866.jpg	47	Is there any living thing in this image?---Is this a wildflower?---What color is the wall?---What color is the face above the flowers?	Did you grow the flowers?---Did you pick those flowers yourself?---Are those real flowers?---Who put those flowers there?---Will those plants live long in the vase?
74356	0.16666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000074356.jpg	1---1	Is this a crowded room?---Is this a typical home kitchen?---Is she doing the dishes?	What do you like to eat there?---What is being cooked here?---What food is in that dish?---What is this person doing?---What is that he's cooking in the round pan?
194643	0.5	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000194643.jpg	62---1	Is the person riding the bike?---How many green bikes are there?---What color is this bicycle?---What are the first two words, written in white, on the "blue sky"?	Why are the handle bars on that bike so far forward?---How long will it take him to repair the bike?---What kind of bike is that?---Are they on a train?---What is the man sitting on?
540933	0.25	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000540933.jpg	1	What other fruit is visible besides bananas?---Are the bananas drawn on?---How many bananas are there?	Do you eat a lot of fruit?---Who wrote on these bananas?---Who drew on the bananas?---Who decorated the bananas?---Do bananas have feelings?
577975	0.5	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000577975.jpg	1	Is the jockey encouraging the horse?---What is written on the sign?---What color is the fence?---Is there a plane on the IRT sign?---Who owns this picture?---What color is the letters in the background?---What is the copyright year of this photo?---Is a man or a woman riding the horse?	How much is this horse worth?---What kind of outfit is she wearing?---Did this horse go on to win the competition?---What was her score?---What event was this taken at?
364467	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000364467.jpg		Who is the chef that made this food?---What type of desert is this?---What time of the year would this desert be popular?	What is in a chocolate souffle cake?---How much does that cake cost?---What is the recope for that souffle cake?---Where did you get those cakes?---Where did you get these?
404753	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000404753.jpg		Is it bright in there?---What are the plants in?---What is strange about the view of this photo?---What is the mantle made out of?	Is that an antique table?---What kind of flowers are those?---What type of plant in in the vase?---What kind of flowers are in the vase?---Whose desk is that?
182243	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000182243.jpg		What team does the bear represent?---Is the floor dirty?---What is the color of the stuffed toy?---What is on the floor?---Is the object floating?---What kind of toy is on the ground?---What is the picture on the right of?---Which room is this?---What byproduct of this animal is used for clothing?---What are the animals placed on?---Did someone drop a banana on the ground?---What room are these for?---What are the object on?	Why is that bear on the ground like that?---Is the bear well loved?---Do you think his team lost the football game?---Is this toy for a child or a pet?---Does this teddy bear belong to a child?
458229	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000458229.jpg		Is this a sprinkler?---What is surrounding the hydrant?---What color paint is on the curb?	What type of shrub is that?---Where is this hydrant located?---Is this fire hydrant still operatable?---Does that hydrant remind you of a bear with a drum?---Is there rust on the fire hydrant?
236155	0.75	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000236155.jpg	62---67---1	How many girls are present?---Is this girl looking at food?---What color is her scarf?	Do you think that little girl ate the whole thing?---How old is this child?---Is this the first time that little girl has had a Moonpie?---What is the little girl eating?---Did she eat the whole thing?
13000	0.3333333333333333	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000013000.jpg	3	Is the plane landing or taking off?---Is there a beach in the background?---Can this plane float?---Is the landing gear down?---Is this a virgin airplane?---What are the words on the plane?	Where is this airport?---How often do you fly?---Is that a commercial airplane?---What airport is in the background?---Where is that plane flying to?
177762	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000177762.jpg		What type of garment is the person wearing?---Where is the cat staring?---What is nearest the camera on the table?---What gaming system is that remote for?---Is the cat black?	What is the cat's name?---What game is the cat playing?---Does he play with it?---Is that a nintendo wii remote?---Does the cat likt to watch you play Wii games?
390567	0.5	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000390567.jpg	3---3	What is parked beside the curb?---Is there a bus in this picture?---How many trucks?---Is this a two way street?---What is the large yellow object?---Is the truck in front parked correctly?	Why are there 2 big trucks parked on the road?---What kind of food does the truck serve?---What is the name of the yellow food truck?---What were the trucks there for?---Is that a food delivery truck?
511915	0.3333333333333333	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000511915.jpg	1---1---1	Is the man wearing shoes?---Is he talking on a cell phone?---What is the man doing on the dance machine?	What video game is he playing?---Is this man speaking on a phone?---Is he good at that game?---Is that guy even playing?---Where was this taken?
115296	0.4	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000115296.jpg	1---62---1	How many people in the picture?---How many hands are holding the racket?---Could this be "shingles"?	What is the player's name?---Did he end up winning that match?---Who is he playing against?---What is the score of the match?---Did this man make the swing?
15049	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000015049.jpg		Are any of the doughnuts chocolate?---What are the donuts in?---Which one of the donuts looks more delicious?---Are those donuts healthy to eat?---How many types of donut are in the box?---Are the donuts covered in sprinkles?---Are the donuts the same kind?---What is the middle donut topped with?---How many donuts do you count?	What kind of doughnuts are those?---Are those donuts good---What are these donut flavors?---Are those bagles?---Which side of the box would you take your donut from?
400257	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000400257.jpg		Are there clouds?---What is the color of the sky?---What is one of the two streets at this crossroad?	Is that a bird house on that stop sign?---Who put a bird house on the sign?---Do birds live in that birdhouse?---What is a bird house doing on the stop sign?---What city is this street in?
113879	0.4	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000113879.jpg	62---62---67---62---62---62---62---62	What kind of building is the residence in?---How many chairs are there?---What kind of room is this?---Is this a sectional?---Is this hotel room on the first floor?---What room is this?---Which room is this?---Is it day or night outside?---What material is the couch made of?---What is the night lamp for?---What pattern are the couch cushions?---Is this a home?---Is there carpet on the floor?	Is this a hotel room?---Is this a hotel room?---Is this a home or hotel?---Where did they get those couches?---Where can I get that coffee table?
122093	0.5	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000122093.jpg	1---1---1---1---1---1---1---1---1---1---1---1---1---62---1	Who are the two men shaking hands?---Are these three men acting amicably with each other?---What team is this?	Why are these men shaking hands?---what team is this---Is this before or after the game?---Does the baseball team have a winning record?---Did their team win the game?
357413	0.3333333333333333	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000357413.jpg	1	How many balls are on the grass?---Is this boy afraid of frisbee?---What color is the shed in the background?	Will he catch the frisbee?---Is the boy afraid of the frisbee?---Did he catch the frisbee?---Why does this boy have his eyes closed?---Is he going to be able to catch the frisbee?
334158	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000334158.jpg		Does the cow in the back have an ear tag?---Is the black cow moving forward?---Are these animals fenced in?	Is the cow bathing in the background?---How deep is the water that the cow is standing in?---Did you add the caption yourself?---Do you think that cow could lick its eyeballs too?---Why is the cow staring at the camera?
479670	0.2	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000479670.jpg	67	Is the cauliflower on the edge of the plate?---Is the meal shown sufficient to feed an entire family?---What type of meat is shown?	What is on the hot dog?---How many calories are in this dish?---What kind of food is in the top-right corner?---Is this dish home made?---Who cooked this dinner?
222441	0.5	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000222441.jpg	1---1---1---1---1---1	Are the trains facing the same direction?---Do you see steam coming from the bottom?---Which train is #29013?	Are these locomotives getting ready to race?---Are the trains going in the same direction?---Where are these trains going?---Is the train on the right moving?---Where are the trains?
277544	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000277544.jpg		What color is the desk?---How many monitors are on the desk?---How many monitors are there?---Are there mini blinds on the windows?---Are the monitors flat screen?---What do you see in the reflection of the computer on the left?---What color is the keyboard?	What are they working on today?---Do you love dual monitors?---Is the laptops run by windows?---Is it necessary for this person to have two computers?---Whose computers are these?
441751	0.5	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000441751.jpg	1---1---1---1---1---1---1---1---1	What type of ground is the man playing tennis on?---What color are the stripes on the ground?---Is this man casting a shadow?---In what hand is the man holding the tennis racket?---What is the sign in the back?---What color is the tennis court?---What is the man in the center about to do?	What is the score of the match?---Who is that playing tennis?---What tennis tournament is going on here?---where is this tennis event?---Do you know the brand of that racquet?
523981	0.14285714285714285	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000523981.jpg	47---47---47---47	What color is the wall?---Are there any scissors in the scene?---Is this a cluttered kitchen?	Whose items are these?---Does the kitchen have actual cabinets?---Is this kitchen very cluttered?---why is that kitchen so cluttered---Do you think this is a bachelor's kitchen?
537149	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000537149.jpg		How color is the toilet?---Is this toilet indoors?---Is that a broken toilet or a broken pedestal sink?---Is someone using the toilet?	Why is there a toilet in the grass?---Is this an art piece?---Why is there a toilet out in the open like that?---What is the meaning of the toilet?---Has anyone ever planted flowers in that toilet?
20825	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000020825.jpg		What color is the water hydrant?---Does the lawn look healthy?---Do fire extinguishers normally look like that?	Where is this?---Is this at the school?---What is that building behind the fire hydrant?---Aren't fire hydrants supposed to be red?---Is that a bird painted on top of the fire hydrant?
95213	0.25	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000095213.jpg	1	Is this a hotel?---Is this inside the kitchen?---What are the counters made of?---Where are the electric mixers?---What is she making?	What restaurant is this?---What restaurant is this kitchen in?---What restaurant is this?---Do you think the inspector just left this kitchen?---What restaurant is this?
459184	0.6666666666666666	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000459184.jpg	1---1---3---3---3	What is outside the window?---What style of neck is his shirt?---How many rings is the man wearing?	Who is she talking to?---Did you stop in to talk to him?---Who is he talking to on the phone?---Who is he talking to?---What store was this?
110259	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000110259.jpg		What type of bird is this?---Is the bird looking towards the interior or exterior of the structure?---What time is it?---Was there ever a window where the pigeon stands?---What is in the window?---Are there any cracked windows?	Why is that one window broken?---Who broke the window panes here?---is that a pigeon---Where is that building located?---What is the story behind this pigeon in the window?
506545	1.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000506545.jpg	3	What type of car is this?---What kind of sign is on the sidewalk?---What is the building made of?---What color is the car?---Can pedestrians cross safely?---What color is the sign?---What is the store in the background?	How cold was it?---Where is the cab going?---Why is it smoky?---Why is the ground steaming?---Does steam always come out of the manhole covers around here?
521031	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000521031.jpg		Are these bears being displayed in a home?---Are the bears in the case being held hostage?---How many polar bears are there?	Is this a store or an office?---Why are the bears numbered?---Why so many bears?---What are all those teddy bears for?---Are those beanie babies?
264019	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000264019.jpg		How many birds are there?---What color are the leaves?---Is the bird blue?---Is that bird sitting on a branch?	Is it  baby?---What kind of bird is that?---What kind of bird is this ?---What type of bird is that?---What type of bird is that?
157497	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000157497.jpg		Is this a family?---Is this a family elephant?---Is this out in nature?---Where is the baby elephant?	How old is the baby elephant?---Is the baby elephant eating?---How old is that elephant?---How old is the baby elephant?---How old is the baby elephant?
376029	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000376029.jpg		How many dogs is this?---What breed of dog is this?---What is the dog doing?---What color is the dog?---What kind of dog is this?---What piece of human clothing is the dog wearing?---Is the dog riding a skateboard?---What does the dog have in his mouth?---Is the dog biting the toy?	How old is that dog?---Is that a frisbee under the dog?---What's that cottony stuff on the ground?---Is that your dog?---Is that your dog?
369452	0.3333333333333333	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000369452.jpg	1	Is this art?---Were the arrows shot in this room?---What colors are the arrows?	What is this?---Where was this taken?---Are the arrows real or toys?---What were the arrows shot in to?---Why are arrows in that case?
39464	0.5	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000039464.jpg	3---3---3---3---3---3---3---3---3---3	How many minutes will it take to walk to Columbia library?---What is been advertised?---What color is the building on the right?	Do you eat there?---How far is the pizza place?---Where is this?---What city is this in?---Is the Columbia Library nearby?
431731	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000431731.jpg		Are these cows?---What animal has horns?---What kinds of animals are in the field?---Is the grass lush or dry?---What color are the leaves of the tree?---What are the cows doing?---Does this cow look happy?---Are they all mature animals?	How many cows do you think there are?---Were the dogs friendly?---Why is there not a fence between the cows and the camera person?---Are those steers?---Are these milk cows or beef cows?
187420	0.3333333333333333	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000187420.jpg	1	Are there training wheels?---Are the dog and the little kid riding the bicycle?---Is the dog asleep?	How old is the little girl?---Is that dog making the bike move?---Can he peddle?---How did that picture get set up?---How old is the baby?
528849	0.5	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000528849.jpg	1	Who is holding the camera?---What color is the snow?---How is the weather?---What is in the background?---Where is the person located?---Is the bird in the Foreground or Background?---How many rocks are shown?---Can you see any grass?---Is this a warm summer day?---Is there snow on the ground?---Is this landscape epic?---Is it snowing?---What object is in the sky?---What time of year is it?---How much snow is on the ground?---Is this in New Zealand?---Can you see the sky?	What exactly is the design of the kite?---What type of kite is that?---Was it a good day to fly the kite?---What beach is this?---Is that kite of a dragon?
544785	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000544785.jpg		What time is it?---How many pillows are pictured?---How many pillows are on the couch?---What kind of flowers are on the window sill?---What room is this?	Whose house is this?---What type of wood is the china cabinet made from?---Do any children live in this house?---Are those hardwood floors?---Is the ceiling rounded?
466987	0.5	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000466987.jpg	1	Is the water still?---Is it windy outside?---Is it calm out?---How many boats are in the water?---Is this a sailing boat?---How many boats are there?---Is there another ship behind this one?---Is the picture black and white?---How many people are on the boat?---How many sails does the ship have?---Is there a bird flying above the boat?	Where was this picture taken from?---How long was the helicopter ride?---What ocean is this?---How far out at sea is the boat?---Does this boat just depend on wind power?
577953	0.25	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000577953.jpg	1---1---1---1---1---1---1---1---1---1---1---1---1---1	What is the primary color of the batter's pants?---Is this a professional game?---What is the sport?---What's on the batter's head?	Did the batter hit a home run?---Did this batter hit the ball?---Who is batting?---Did he hit a home run?---What teams are playing?
578775	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000578775.jpg		What is on the bench?---What is under the laptop?---What color is the mouse?---What color is the floor?---Are there tiles visible?	What is being done with the laptop?---What are you doing with all that track?---Who made the desk?---What are they doing with the computer?---Is that table in a train museum?
86677	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000086677.jpg		Is this a mansion?---What is this building style called?---How many towers are on the church?---What season is depicted in this image?---How many windows are there?---Could this Court House be in Michigan?---IS this a church?---What type of the building is this?---How old is this picture?	What time does the clock say?---Does it still look like that?---is this a house or sketh---Is this a real photo or a drawing?---Is that a drawing?
566236	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000566236.jpg		Does it look like a large spider on the lines?---What is crooked?---What time is it?	Where was this picture taken?---Where is this clock tower located?---How warm was it outside that day?---What building is this?---What is on the wire?
324603	0.3333333333333333	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000324603.jpg	1---1---1	Are these people taking lessons?---What is the boy in the background holding?---What color jacket does the girl with the ponytail have on?---Are they inside?---What game is being played?	Is your daughter taking tennis lessons?---Are these girls taking tennis lessons?---Are they joining a team?---Why are those tennis courts dirt?---Are these children related?
536103	0.3333333333333333	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000536103.jpg	67---67	Where are the sausages?---What color is the food?---Would this be eaten for breakfast?---Is there any meat showing?---What vegetables are on the plate?---Is this a breakfast meal?---Is this a restaurant?	Who made this breakfast?---Do you often eat broccoli with breakfast?---What meal are they eating?---Do you have this kind of breakfast a lot?---Was the breakfast food good?
63077	0.5	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000063077.jpg	1---1	What trick is the snowboarder doing?---Why are there footprints?---What is this guy participating in?---What color is the jacket of the person on top of the hill?	Is that a boy or girl doing a flip?---Did you try the ski jump?---What ski resort is this picture taken from?---How long do you think it took to master that?---What ski resort were you guys skiing at?
532617	0.25	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000532617.jpg	1	What have I got in my pocket?---Is there a fence?---How many hands are visible?	What are you growing?---What kind of dog is that?---Is that catnip on the bench?---Is that a cat in the plants?---What plants are they growing?
480059	0.5	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000480059.jpg	1	Are they playing a game on their phone?---What color is the screen?---What is being held?---What is the first word on the screen of the phone?	What kind of cell phone is that?---What kind of phone is that?---What's the point?---What is this phone trying to log?---How long have you had the phone?
498081	0.5	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000498081.jpg	3	Is this a clean truck?---Has the car been driven since the snow fell?---Is there snow on top of the car?---Is this a new car?---What season is this picture taken?	What kind of truck is that?---What kind of car is this?---Will you fix it up?---Is this a city street under all that snow?---What year is this car?
355110	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000355110.jpg		What color is the truck?---What is laying in the street?---Why is the burger lying on the street?---Are there clouds?	Is that a sandwich on the ground?---Why did someone choose to photograph a piece of food lying in the street?---Did you drop the donut?---Why is there a sandwich on the ground?---Why is there a doughnut in the street?
200320	0.3333333333333333	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000200320.jpg	1---1---1---1---1---1---1---1---1---1---1---1	Is there sand in the picture?---Is the motorcycle on the road?---What are people riding on?	Where are the elephants headed?---Where are the elephants going?---Where are the elephants going?---How old is that motorcycle?---Where are the elephants going?
511829	0.5	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000511829.jpg	1---1	What is the shed make of in the background?---Is this person cold?---What color are the skis?	Is he very good?---Where were you skiing at?---How long has this kid been skiing today?---How do you choose skis for a child?---Where is he skiing?
160974	0.3333333333333333	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000160974.jpg	1	Has this aircraft been cleared for take off?---What airline is this plane flying for?---Is it raining?---Is this a black and white picture?---Is this a military plane?---What color are the cones in the picture?	How many passesngers would be on the plane?---How bumpy is the flight?---What is this airplane transporting?---Did the plane just land?---Where is this?
232094	0.5	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000232094.jpg	1---1	Should the little girl wear boots in this weather?---What piece of clothing has tassels?---Is the little girl going skiing?	How old is this little girl?---How much snow did they get?---Is that a ski lodge behind them?---How old is the little one?---Does this little girl enjoy the snow?
341573	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000341573.jpg		Is it raining?---Were this buildings constructed in the last 50 years?---Are there clouds in the sky?---What is in the sky?---Is there a clock visible?---Is there a plane in this picture?	Is it possible to take a tour of the church?---Where is the plane headed?---Where is that plane going?---What city was this?---Where is the plane going?
88835	0.3333333333333333	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000088835.jpg	3---3---3---3---3---3	What state is Tampa in?---Is the sky clear?---Are the cars in this picture parked?---What exit is to the right?---Do you go straight or turn to get to 4th Street N?---Is there a tourist attraction mentioned on the sign?	When did you go there?---Do you think this road is in florida?---What time of day was this photo taken?---Why do you think they were headed towards Tampa?---Are they getting off the highway?
544472	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000544472.jpg		What is unique about the pizza box?---Is this food real?---Is this lego?---What do you use that for?---Is this a real cake?---What color is the cake icing?"?---What kind of cheese is it?---What time of day is this picture taking place?---What is in the picture?---What kind of toy?---What type of box is holding the pizza?---What kind of vegetable is in the pot?---Are these donuts?---Are there colors visible?---What object is the focus of the photo?	Is that pizza a toy?---Is that a pizza-shaped piece of candy?---Is that made out of plastic or ceramic?---Is that real pizza?---Is that a pizza box?
24073	0.5	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000024073.jpg	1---1---1---1	Do the kids look scared?---Is it sunny?---What are the children riding on?	Where is this body of water located?---Where are the mothers of these boys?---Were they worried about sharks?---Why aren't there bigger waves?---What ocean is this?
581089	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000581089.jpg		Where is the dog?---What type of dog is this?---What year was the picture taken?---Is the dog sleeping?	What breed is the dog?---What breed is the dog?---Is that a dog on the bed?---How long has the dog been asleep?---Does your dog always sleep in the bed?
405013	0.5	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000405013.jpg	1---1---62---62	What is being fed to the boy?---Is the baby already bored?---In what room of the house is the baby?---Is it his birthday?---What is the baby dipping in the cup?---Does this appear to be a wedding?---What is the baby eating?---Where is the bowl?---What color is the background of the high chair?---What animal is on the chair above the baby's right shoulder?---What is the kid eating?---What is the girl in yellow doing toward the camera?	What is the child eating?---How old is he?---How old is the child?---How old is the little boy?---What is the child eating?
184148	0.0	https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000184148.jpg		What time is it in the picture?---Is it a sunny day?---How many clocks are in this scene?---What color is the very top of the building?	Can you go into the tower?---How old is the clock tower?---Where is that clock tower located?---How tall is that clock tower?---Is that Big Ben?
